t_risk,v_pred,t_pred
1.0,1.0,0.2695921760162282
0.9,0.96,0.2695921760162282
0.8,0.96,0.2695921760162282
0.7000000000000001,0.9,0.2695921760162282
0.6000000000000001,0.92,0.2695921760162282
0.5,0.76,0.2695921760162282
0.4,0.64,0.2695921760162282
0.30000000000000004,0.42,0.2695921760162282
0.2,0.0,0.2695921760162282
