t_risk,v_pred,t_pred
1.0,1.0,0.19188485783383435
0.9,1.0,0.19188485783383435
0.8,1.0,0.19188485783383435
0.7000000000000001,1.0,0.19188485783383435
0.6000000000000001,0.96,0.19188485783383435
0.5,0.9,0.19188485783383435
0.4,0.96,0.19188485783383435
0.30000000000000004,0.62,0.19188485783383435
0.2,0.48,0.19188485783383435
0.1,0.0,0.19188485783383435
