t_risk,j_risk,j_pred
1.0,1.3862943611198906,6.155445476487597
0.9,1.1755733298042381,5.900956094343423
0.8,0.9400072584914713,5.357066462964971
0.7000000000000001,0.672944473242426,4.565498898024943
0.6000000000000001,0.3646431135879096,3.8657167218150392
0.5,0.0,3.028569160582317
0.4,0,2.188252694132403
0.30000000000000004,0,0.9037425890112801
0.2,0,0.0
0.1,0,0.0
0.0,0,0.0
