q_test,t_risk,j_pred
0.0,1.0,9.864179345753664
0.0,0.9,11.77147175873227
0.0,0.8,9.611162190878717
0.0,0.7000000000000001,8.725546034366504
0.0,0.6000000000000001,9.63687044008001
0.0,0.5,8.317170038645607
0.0,0.4,7.260003926607305
0.0,0.30000000000000004,5.342349175717736
0.0,0.2,2.2981868062154485
0.0,0.1,0.0
0.0,0.0,0.0
0.1,1.0,155.33251264539447
0.1,0.9,18.894844341270492
0.1,0.8,15.572764719561368
0.1,0.7000000000000001,15.733678872106934
0.1,0.6000000000000001,12.323708569378411
0.1,0.5,11.480093408152875
0.1,0.4,8.918076218626604
0.1,0.30000000000000004,6.193428868643218
0.1,0.2,2.8331234303276482
0.1,0.1,0.0
0.1,0.0,0.0
0.2,1.0,11823.646427104313
0.2,0.9,4032.089341366428
0.2,0.8,2472.956255959972
0.2,0.7000000000000001,30.17078916193552
0.2,0.6000000000000001,19.54027372009248
0.2,0.5,16.119716939412967
0.2,0.4,10.495842376033305
0.2,0.30000000000000004,7.223793937529307
0.2,0.2,2.9201957144197523
0.2,0.1,0.0
0.2,0.0,0.0
0.30000000000000004,1.0,22022.774525882916
0.30000000000000004,0.9,25579.236050659656
0.30000000000000004,0.8,18375.03128135057
0.30000000000000004,0.7000000000000001,6222.681170776617
0.30000000000000004,0.6000000000000001,6705.925077419505
0.30000000000000004,0.5,21.369760347914404
0.30000000000000004,0.4,13.845268958098918
0.30000000000000004,0.30000000000000004,9.344066563381027
0.30000000000000004,0.2,3.5266656626605384
0.30000000000000004,0.1,0.0
0.30000000000000004,0.0,0.0
0.4,1.0,55306.24618764063
0.4,0.9,64701.96785595143
0.4,0.8,47415.80415004249
0.4,0.7000000000000001,25164.98197728962
0.4,0.6000000000000001,28952.74877116606
0.4,0.5,16155.750364412386
0.4,0.4,2731.287904559963
0.4,0.30000000000000004,14.003602503412763
0.4,0.2,5.491049931609603
0.4,0.1,0.0
0.4,0.0,0.0
0.5,1.0,78237.4306782814
0.5,0.9,65235.85663400262
0.5,0.8,70949.50240991224
0.5,0.7000000000000001,44163.020630809515
0.5,0.6000000000000001,46925.89694884342
0.5,0.5,30709.48500055838
0.5,0.4,9711.356873439698
0.5,0.30000000000000004,20.623646218419584
0.5,0.2,5.9788162694602605
0.5,0.1,0.0
0.5,0.0,0.0
0.6000000000000001,1.0,96314.1809703346
0.6000000000000001,0.9,94979.1376878414
0.6000000000000001,0.8,87356.86798798581
0.6000000000000001,0.7000000000000001,66608.35972615244
0.6000000000000001,0.6000000000000001,67380.12850564077
0.6000000000000001,0.5,50871.28028759932
0.6000000000000001,0.4,20213.295520177988
0.6000000000000001,0.30000000000000004,6081.023463731239
0.6000000000000001,0.2,9.452822633760873
0.6000000000000001,0.1,0.0
0.6000000000000001,0.0,0.0
0.7000000000000001,1.0,120163.23013132896
0.7000000000000001,0.9,90741.43973203973
0.7000000000000001,0.8,93225.77095036411
0.7000000000000001,0.7000000000000001,92141.11697400513
0.7000000000000001,0.6000000000000001,76465.74649195524
0.7000000000000001,0.5,60808.00612771292
0.7000000000000001,0.4,43699.34450598908
0.7000000000000001,0.30000000000000004,24643.459141972766
0.7000000000000001,0.2,10.828284262110914
0.7000000000000001,0.1,0.0
0.7000000000000001,0.0,0.0
0.8,1.0,123945.39606395885
0.8,0.9,119094.48818441153
0.8,0.8,108412.66612848245
0.8,0.7000000000000001,97831.32122062569
0.8,0.6000000000000001,89238.41712950914
0.8,0.5,68642.02216929475
0.8,0.4,54743.425059882175
0.8,0.30000000000000004,33072.770180878324
0.8,0.2,32.30498819399823
0.8,0.1,0.0
0.8,0.0,0.0
0.9,1.0,146946.88968745296
0.9,0.9,137791.767010259
0.9,0.8,123548.76095930969
0.9,0.7000000000000001,113941.5836924967
0.9,0.6000000000000001,98615.21501042199
0.9,0.5,85053.18357713641
0.9,0.4,57980.01085884294
0.9,0.30000000000000004,42334.642286255614
0.9,0.2,15032.631456261284
0.9,0.1,0.0
0.9,0.0,0.0
1.0,1.0,148716.33151180888
1.0,0.9,124150.71420150941
1.0,0.8,126803.1829249578
1.0,0.7000000000000001,127579.0981126813
1.0,0.6000000000000001,111149.5922825753
1.0,0.5,82014.70325879996
1.0,0.4,75668.5189122976
1.0,0.30000000000000004,49982.24474789452
1.0,0.2,22370.53310781576
1.0,0.1,0.0
1.0,0.0,0.0
