q_test,t_risk,j_pred
0.0,1.0,9.22641704728309
0.0,0.9,8.095966479454935
0.0,0.8,7.086460490390647
0.0,0.7000000000000001,6.686414170196864
0.0,0.6000000000000001,5.230094432337374
0.0,0.5,4.984727177204937
0.0,0.4,3.6691694649068687
0.0,0.30000000000000004,1.921762983287112
0.0,0.2,0.4957936894067121
0.0,0.1,0.0
0.0,0.0,0.0
0.1,1.0,8.675590890029511
0.1,0.9,10.49848867779971
0.1,0.8,8.555214936031666
0.1,0.7000000000000001,5.824324272050303
0.1,0.6000000000000001,6.184112978298083
0.1,0.5,5.454801438837728
0.1,0.4,3.8289069467483374
0.1,0.30000000000000004,2.1932305980699702
0.1,0.2,0.49773725770494426
0.1,0.1,0.0
0.1,0.0,0.0
0.2,1.0,100.8548733278635
0.2,0.9,14.408333483069997
0.2,0.8,10.871921042653806
0.2,0.7000000000000001,10.9478529056802
0.2,0.6000000000000001,7.734178445205021
0.2,0.5,5.155571952809255
0.2,0.4,4.2948278249881024
0.2,0.30000000000000004,2.5868748758266573
0.2,0.2,0.6725352557301848
0.2,0.1,0.0
0.2,0.0,0.0
0.30000000000000004,1.0,100.98583081491793
0.30000000000000004,0.9,18.280664928352806
0.30000000000000004,0.8,13.860182899865784
0.30000000000000004,0.7000000000000001,11.043761327346532
0.30000000000000004,0.6000000000000001,9.530950876733037
0.30000000000000004,0.5,8.156463866952425
0.30000000000000004,0.4,5.722520165012456
0.30000000000000004,0.30000000000000004,2.7735204409971095
0.30000000000000004,0.2,0.5006174189807173
0.30000000000000004,0.1,0.0
0.30000000000000004,0.0,0.0
0.4,1.0,100.97577458093546
0.4,0.9,38.337521760389706
0.4,0.8,15.325576071346916
0.4,0.7000000000000001,15.381576198373523
0.4,0.6000000000000001,11.036971003187631
0.4,0.5,7.281175969459059
0.4,0.4,6.285116405731783
0.4,0.30000000000000004,3.1236065999331952
0.4,0.2,0.2211469254646715
0.4,0.1,0.0
0.4,0.0,0.0
0.5,1.0,100.99152766235873
0.5,0.9,100.99197391220537
0.5,0.8,53.12492452004378
0.5,0.7000000000000001,23.109655208586407
0.5,0.6000000000000001,20.017992459016977
0.5,0.5,10.632961834618204
0.5,0.4,5.982147893486759
0.5,0.30000000000000004,3.3746672940135647
0.5,0.2,0.4875006390953701
0.5,0.1,0.0
0.5,0.0,0.0
0.6000000000000001,1.0,100.94293180709936
0.6000000000000001,0.9,100.99356715513018
0.6000000000000001,0.8,53.767147009195156
0.6000000000000001,0.7000000000000001,23.244623324499265
0.6000000000000001,0.6000000000000001,16.301734147273528
0.6000000000000001,0.5,9.242588411492756
0.6000000000000001,0.4,6.500107429883827
0.6000000000000001,0.30000000000000004,4.073027578190127
0.6000000000000001,0.2,0.8157023675983343
0.6000000000000001,0.1,0.0
0.6000000000000001,0.0,0.0
0.7000000000000001,1.0,100.95851688992987
0.7000000000000001,0.9,100.9927223750223
0.7000000000000001,0.8,100.98092725022963
0.7000000000000001,0.7000000000000001,100.9951377293837
0.7000000000000001,0.6000000000000001,31.41146754999541
0.7000000000000001,0.5,14.167799637130122
0.7000000000000001,0.4,9.09783891158632
0.7000000000000001,0.30000000000000004,3.7209025827915996
0.7000000000000001,0.2,0.7507930173305022
0.7000000000000001,0.1,0.0
0.7000000000000001,0.0,0.0
0.8,1.0,100.94678533019706
0.8,0.9,100.9775330966212
0.8,0.8,100.99302024852025
0.8,0.7000000000000001,58.62981106319128
0.8,0.6000000000000001,100.97542926177474
0.8,0.5,23.337742663964757
0.8,0.4,7.652586945752025
0.8,0.30000000000000004,5.266327136488654
0.8,0.2,0.5543981481487981
0.8,0.1,0.0
0.8,0.0,0.0
0.9,1.0,100.97328730601099
0.9,0.9,100.98450852464285
0.9,0.8,100.97494301227144
0.9,0.7000000000000001,100.95410958283951
0.9,0.6000000000000001,100.94615808103255
0.9,0.5,100.99308423794203
0.9,0.4,100.98679882647755
0.9,0.30000000000000004,3.2697515456413173
0.9,0.2,0.9885718463766542
0.9,0.1,0.0
0.9,0.0,0.0
1.0,1.0,100.9807413445691
1.0,0.9,100.96035452944702
1.0,0.8,100.99799623783619
1.0,0.7000000000000001,100.98214841641642
1.0,0.6000000000000001,100.99001455428733
1.0,0.5,100.99264436656668
1.0,0.4,100.97681053816783
1.0,0.30000000000000004,8.214539529336202
1.0,0.2,0.8393319490142299
1.0,0.1,0.0
1.0,0.0,0.0
