t_risk,v_pred,t_pred
1.0,0.9978,0.1441740357135889
0.9,0.996,0.1441740357135889
0.8,0.9913,0.1441740357135889
0.7000000000000001,0.9831,0.1441740357135889
0.6000000000000001,0.9697,0.1441740357135889
0.5,0.9461,0.1441740357135889
0.4,0.8911,0.1441740357135889
0.30000000000000004,0.7735,0.1441740357135889
0.2,0.0,0.1441740357135889
