t_risk,v_pred,t_pred
1.0,0.9436,0.25139243603311323
0.9,0.9248,0.25139243603311323
0.8,0.8999,0.25139243603311323
0.7000000000000001,0.8615,0.25139243603311323
0.6000000000000001,0.7986,0.25139243603311323
0.5,0.7092,0.25139243603311323
0.4,0.5375,0.25139243603311323
0.30000000000000004,0.2437,0.25139243603311323
0.2,0.0,0.25139243603311323
