t_risk,j_risk,j_pred
1.0,5.6000000000000005,5.545177444479562
0.9,5.2,5.123735381848257
0.8,4.7,4.6526032392227235
0.7000000000000001,4.2,4.118477668724633
0.6000000000000001,3.6,3.5018749494156003
0.5,2.8000000000000003,2.772588722239781
0.4,1.9000000000000001,1.8800145169829425
0.30000000000000004,0.8,0.7292862271758191
0.2,0.0,0
0.1,0.0,0
0.0,0.0,0
